3043501068_be58ac47e1.jpg,2.708817886,7.913871194e-08,6.820709374e-08,0.03249860972
3046916429_8e2570b613.jpg,2.584443665,1.206486689e-07,1.067826283e-07,0.04954378985
2054308369_f9c6ec7815.jpg,2.91109151,1.632285908e-07,1.414788877e-07,0.05829609305
3173014908_b3e69594b6.jpg,2.774491324,3.892388538e-07,3.285383407e-07,0.1424814654
167295035_336f5f5f27.jpg,2.89836852,1.635426467e-07,1.400399068e-07,0.05986653781
3215238223_29de2b35cb.jpg,2.779520719,8.47611914e-08,7.551174761e-08,0.03102642527
3498482871_4e02f31c35.jpg,3.448479248,9.428203956e-08,8.978025469e-08,0.03703791263
3176498130_52ab9460b2.jpg,2.793035102,6.966746897e-08,6.417828324e-08,0.0286114269
2760715910_87c7bdeb87.jpg,3.109444663,1.283228584e-07,1.151601018e-07,0.0469805737
2738255684_0324ed062d.jpg,3.06911935,1.150342666e-07,1.070278381e-07,0.04210739112
247617035_9f2e821534.jpg,2.971164984,1.079917592e-07,9.68829345e-08,0.03952348397
2831215155_07ba8f1805.jpg,2.995339409,1.381377824e-07,1.242000991e-07,0.0505715875
871290646_307cddd4e7.jpg,2.405924646,1.017086959e-07,8.973057168e-08,0.03813855289
937559727_ae2613cee5.jpg,2.896740318,9.815389512e-08,8.86802763e-08,0.03593122794
3371567346_b6522efdb8.jpg,2.829578939,8.757253567e-08,7.686886639e-08,0.04065864537
2457052334_b5a1d99048.jpg,3.265293076,1.53088836e-07,1.434605156e-07,0.05603786077
468911753_cc595f5da0.jpg,3.380690511,1.06654425e-07,1.038731464e-07,0.03904054104
2371809188_b805497cba.jpg,3.186935094,1.604011745e-07,1.454351242e-07,0.06587200919
2540751930_d71c7f5622.jpg,3.276175588,7.930497897e-08,7.444468438e-08,0.03256966583
502115726_927dd684d3.jpg,3.06051796,8.587128772e-08,7.94956362e-08,0.03526846817
3054997030_797096dd12.jpg,3.091796704,8.908855612e-08,8.391698986e-08,0.03261479879
